verb;form;century;dialect_area;dialect;synt_function;genre;textart;text_nr
werden;no;xiv;ostmdt;Obersaechsisch;pf;oral;Erbaulicher.Text;141
werden;no;xiv;ostmdt;Obersaechsisch;pf;oral;Erbaulicher.Text;141
werden;no;xiv;ostmdt;Obersaechsisch;pf;oral;Erbaulicher.Text;141
werden;no;xiv;ostmdt;Obersaechsisch;pf;oral;Erbaulicher.Text;141
werden;no;xiv;ostmdt;Obersaechsisch;pf;oral;Erbaulicher.Text;141
werden;no;xvi;ostmdt;Obersaechsisch;pf;written;kirchlich-teologischer.fachtext;145
werden;no;xvi;ostmdt;Obersaechsisch;aux;written;kirchlich-teologischer.fachtext;145
werden;no;xvi;ostmdt;Obersaechsisch;pf;written;kirchlich-teologischer.fachtext;145
werden;no;xvi;ostmdt;Obersaechsisch;pf;written;kirchlich-teologischer.fachtext;145
werden;no;xvi;ostmdt;Obersaechsisch;aux;written;kirchlich-teologischer.fachtext;145
werden;no;xvii;ostmdt;Obersaechsisch;pf;written;schoene.Literatur;147
werden;no;xvii;ostmdt;Obersaechsisch;aux;written;schoene.Literatur;147
werden;no;xvii;ostmdt;Obersaechsisch;aux;written;schoene.Literatur;147
werden;no;xvii;ostmdt;Obersaechsisch;aux;written;schoene.Literatur;147
werden;no;xvii;ostmdt;Obersaechsisch;pf;written;schoene.Literatur;147
werden;no;xiv;westmdt;Ripuarisch (Koeln);pf;written;Chronikalischer.und.Berichtstext;151
werden;no;xiv;westmdt;Ripuarisch (Koeln);aux;written;Chronikalischer.und.Berichtstext;151
werden;no;xiv;westmdt;Ripuarisch (Koeln);pf;written;Chronikalischer.und.Berichtstext;151
werden;no;xv;westmdt;Ripuarisch (Koeln);pf;written;Chronikalischer.und.Berichtstext;153
werden;no;xv;westmdt;Ripuarisch (Koeln);aux;written;Chronikalischer.und.Berichtstext;153
werden;no;xv;westmdt;Ripuarisch (Koeln);aux;written;Chronikalischer.und.Berichtstext;153
werden;no;xv;westmdt;Ripuarisch (Koeln);pf;written;Chronikalischer.und.Berichtstext;153
werden;no;xv;westmdt;Ripuarisch (Koeln);konj;written;Chronikalischer.und.Berichtstext;153
werden;no;xvi;westmdt;Ripuarisch (Koeln);pf;oral;Erbaulicher.Text;155
werden;no;xvi;westmdt;Ripuarisch (Koeln);aux;oral;Erbaulicher.Text;155
werden;no;xvi;westmdt;Ripuarisch (Koeln);aux;oral;Erbaulicher.Text;155
werden;no;xvi;westmdt;Ripuarisch (Koeln);pf;oral;Erbaulicher.Text;155
werden;no;xvi;westmdt;Ripuarisch (Koeln);aux;oral;Erbaulicher.Text;155
werden;no;xvii;westmdt;Ripuarisch (Koeln);aux;written;kirchlich-teologischer.fachtext;157
werden;no;xvii;westmdt;Ripuarisch (Koeln);aux;written;kirchlich-teologischer.fachtext;157
werden;no;xvii;westmdt;Ripuarisch (Koeln);aux;written;kirchlich-teologischer.fachtext;157
werden;no;xvii;westmdt;Ripuarisch (Koeln);aux;written;kirchlich-teologischer.fachtext;157
werden;no;xvii;westmdt;Ripuarisch (Koeln);aux;written;kirchlich-teologischer.fachtext;157
werden;no;xiv;westmdt;Hessesch;pf;written;kirchlich-teologischer.fachtext;241
werden;no;xiv;westmdt;Hessesch;pf;written;kirchlich-teologischer.fachtext;241
werden;no;xiv;westmdt;Hessesch;pf;written;kirchlich-teologischer.fachtext;241
werden;no;xiv;westmdt;Hessesch;aux;written;kirchlich-teologischer.fachtext;241
werden;no;xiv;westmdt;Hessesch;pf;written;kirchlich-teologischer.fachtext;241
werden;no;xv;westmdt;Hessesch;pf;oral;Rechts.und.Geschaeftstext;243
werden;no;xv;westmdt;Hessesch;aux;oral;Rechts.und.Geschaeftstext;243
werden;no;xv;westmdt;Hessesch;konj;oral;Rechts.und.Geschaeftstext;243
werden;no;xvi;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;245
werden;no;xvi;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;245
werden;no;xvi;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;245
werden;no;xvi;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;245
werden;no;xvi;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;245
werden;no;xvii;westmdt;Hessesch;pf;written;Chronikalischer.und.Berichtstext;247
werden;no;xvii;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;247
werden;no;xvii;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;247
werden;no;xvii;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;247
werden;no;xvii;westmdt;Hessesch;aux;written;Chronikalischer.und.Berichtstext;247
werden;no;xvii;westmdt;Hessesch;pf;written;Chronikalischer.und.Berichtstext;247
werden;no;xiv;ostmdt;Thueringisch;pf;oral;Bibel.Psalterium;251
werden;no;xv;ostmdt;Thueringisch;pf;written;Chronikalischer.und.Berichtstext;253
werden;no;xv;ostmdt;Thueringisch;konj;written;Chronikalischer.und.Berichtstext;253
werden;no;xv;ostmdt;Thueringisch;pf;written;Chronikalischer.und.Berichtstext;253
werden;no;xvi;ostmdt;Thueringisch;pf;written;Chronikalischer.und.Berichtstext;255
werden;no;xvi;ostmdt;Thueringisch;aux;written;Chronikalischer.und.Berichtstext;255
werden;no;xvi;ostmdt;Thueringisch;pf;written;Chronikalischer.und.Berichtstext;255
werden;no;xvi;ostmdt;Thueringisch;aux;written;Chronikalischer.und.Berichtstext;255
werden;no;xvi;ostmdt;Thueringisch;aux;written;Chronikalischer.und.Berichtstext;255
werden;no;xvii;ostmdt;Thueringisch;pf;oral;Erbaulicher.Text;257
werden;no;xvii;ostmdt;Thueringisch;aux;oral;Erbaulicher.Text;257
werden;no;xvii;ostmdt;Thueringisch;aux;oral;Erbaulicher.Text;257
werden;no;xvii;ostmdt;Thueringisch;pf;oral;Erbaulicher.Text;257
werden;no;xvii;ostmdt;Thueringisch;pf;oral;Erbaulicher.Text;257
werden;no;xvii;ostmdt;Thueringisch;aux;oral;Erbaulicher.Text;257
